0,1
-8102.224,4307.4385
-4121.586,3288.2903
14358.889,5156.784
-12502.827,4341.514
15433.018,-23092.977
-12685.716,-12555.066
2290.6606,-7456.8955
-2297.6152,2346.9995
4123.173,228.31885
-1731.5049,-10568.353
-5140.122,139.59375
-365.89355,3219.3765
-1012.3557,-2492.061
-1939.3635,-5871.1836
-770.4502,2568.3313
-1570.8394,-12379.395
2966.7422,-3498.4517
2685.7954,-2208.418
9201.722,8797.835
-7008.414,-3966.5513
8871.289,597.3247
-6095.334,-14998.141
-6702.7256,22233.668
5814.624,15944.982
-860.75,11072.87
-2052.7812,-21206.07
9757.14,-12520.794
-8330.573,-2862.0576
-5493.839,-5989.1426
-1284.311,25051.729
-1517.8076,1337.4502
-2940.541,-13016.586
4237.121,15795.466
-6085.532,-2473.8838
337.53223,17215.383
1208.0273,-18155.168
2971.27,-6013.2197
-3870.3457,12364.172
5249.5596,-14577.45
-2783.6514,-11754.106
-16194.997,-1156.8147
1934.9634,-22025.979
-5184.759,-4505.1973
4751.5034,13275.041
3721.9617,8762.6
1392.3809,2475.1147
-11779.961,-1598.2192
5537.881,30822.312
6214.4365,7305.827
9528.941,-15662.092
3513.8818,9818.212
-3121.5679,15581.5205
11659.1455,-2146.9028
9248.549,-6278.2393
8247.227,-15982.78
-1108.2158,1842.2607
7423.764,5996.6895
2668.3403,-8533.087
-540.9531,-12652.739
2765.834,-4296.7905
9423.624,13388.618
2623.7383,390.9679
-2203.6562,18568.828
-11947.044,-18194.246
-6484.117,-2062.9082
8922.074,13605.252
3879.0488,-1990.183
-8176.7295,16667.252
4097.0415,-15316.718
-809.8838,-5342.5864
6199.157,10680.834
-2147.5117,-9807.982
-2337.6611,-6446.287
-7806.7915,6148.4287
-2536.9756,5232.77
3650.0786,-3395.1433
1720.0046,22582.406
-2881.2346,3816.8281
12841.854,3908.8887
6316.718,3669.5737
-6841.3833,-7882.2476
-2700.3135,2883.958
760.0845,1695.7859
14266.577,-4517.4434
-4995.9023,-14564.424
-3806.7754,15534.461
-3787.2654,-2477.1687
8419.855,-9667.325
-7036.004,16876.414
252.85107,-11632.83
-2275.8481,2197.1074
5308.5996,-13153.532
-7808.8994,28360.363
-4628.8584,20169.018
4747.966,-12007.43
10.466797,15036.999
-2171.0527,3237.6606
-2731.1816,-1414.8282
-9317.228,15940.754
-1090.2988,-8368.844
-4328.0303,-1162.8799
18998.5,944.4839
609.0232,1087.6025
8099.0557,566.8056
5102.2803,-6442.409
-6089.4653,8157.5654
7879.0664,4811.088
3103.0068,-11980.156
-1384.3779,32000.879
7416.045,94.828
-1173.3809,12884.622
-5357.676,15336.964
-9815.385,-5373.224
-1689.272,1553.6743
-4342.583,-15284.687
6072.543,-14244.088
-6443.2295,12470.381
8477.045,-11678.658
-4536.493,16842.156
3038.5303,-12173.834
6685.6055,364.69373
-3078.4883,1496.8905
-790.06104,15825.736
-4409.995,-13685.049
1839.7603,-25417.475
-4025.6504,-5649.4404
8333.957,-5637.527
-2647.164,4985.753
16741.207,11691.203
1470.3438,-6126.502
-4052.6572,-12641.275
3053.4915,-800.728
-6101.7676,-23957.07
-4843.924,3951.625
5470.747,-4058.7122
15657.818,6449.1963
-5106.0435,-16301.067
5552.806,-5656.8906
-924.8988,-20032.605
-1249.3081,11795.922
3259.4463,-22256.91
1366.781,-2019.54
1017.1614,22660.195
2566.1519,-10588.106
2284.5073,-3849.4602
4240.6006,-21352.658
2687.7183,11718.83
6004.456,-1649.9717
8074.878,-9898.573
-4728.2295,6225.306
16824.156,-3647.2332
-5669.284,-2139.8562
-4086.037,-18443.574
-9014.057,-3118.2695
-496.20215,14281.404
-7995.254,2204.9395
1269.1006,-9865.303
-5187.2446,-6185.377
-5622.8823,-5468.487
3708.1025,11473.273
2897.3838,-24239.717
2564.5908,6830.501
18590.824,-8477.28
5760.3125,-4305.6587
521.5774,-20991.865
-889.5293,2107.3481
-644.0156,6149.5137
-9503.562,12732.257
9136.478,380.25885
-3701.9634,14254.476
-3051.4604,-11090.643
6120.675,-1722.5884
7610.3496,9464.322
-129.8086,2370.7593
1408.2251,-3733.7378
-1327.6357,-3086.6274
2007.5698,-10227.836
1488.5347,-273.63647
-5731.4844,-1027.2611
