0,1
3946.6165,11658.285
9844.16,22555.678
-902.2759,-6218.1445
-4544.975,-18581.389
-359.2953,-25662.828
-618.6926,55441.383
5278.724,60131.516
1873.8474,-34102.16
1838.8044,-10924.186
-4657.419,62599.63
5765.3916,-51794.07
-797.2715,-42601.453
1406.5596,21666.084
7178.4756,-58336.727
2741.5386,43622.074
-6148.9395,2866.559
5425.2476,7710.4785
139.70312,38088.64
2018.7124,22578.586
-456.55347,18469.688
-7068.2183,52388.86
3446.173,-24122.883
3375.3506,-67374.54
2990.9639,14911.116
-762.02515,-43737.99
-3464.1704,-62776.523
-344.13513,61394.98
3039.4092,51028.168
-7150.41,-73087.695
-1786.4243,-72304.53
2755.6775,58041.082
347.10742,-53305.85
-2795.3887,-91463.92
3316.54,-16098.999
-5167.675,-37752.12
1190.9565,-26082.04
-7140.4414,182.58203
7484.997,351.92816
5720.175,-16044.574
-1881.2429,57322.242
4192.6616,-61373.668
-1956.9697,24140.137
14662.146,-18146.324
828.93774,-58478.93
504.75928,3652.3755
8219.514,-12993.009
3396.7988,-37073.844
13214.641,-19457.402
1728.6592,43156.992
2023.6028,-53196.766
3498.985,42556.21
2378.3345,76278.23
-9775.845,40102.344
3981.1233,5627.949
1220.9626,25865.195
-9798.742,-21572.154
1734.95,-54960.555
1302.5962,-45929.016
14479.455,10345.512
1348.5685,-81506.234
-7853.565,-37549.184
5095.926,-34737.73
2874.724,-32886.91
-3299.3057,-5749.148
-542.8834,-64575.566
-3889.1897,34667.535
-1492.0413,-57093.0
2135.953,16245.318
-4191.2764,52282.066
-9055.085,-33372.473
10395.912,-63602.797
2335.751,36258.53
13205.765,-35822.67
-13965.387,-52966.13
-716.0642,22753.309
-3141.4956,-34053.14
-4034.6152,-39778.39
-4661.032,41918.574
12330.272,24276.672
-5622.939,52206.72
2961.351,11261.566
487.40527,-69595.82
4372.544,38560.086
3598.9858,-25886.486
1807.4819,-79871.77
1476.6118,-46651.105
4369.476,-51486.355
4234.217,-57114.742
4202.126,28381.008
-6450.0654,34133.516
8261.799,-50789.082
-1779.9858,21380.094
-5387.0254,36893.062
2269.2104,7857.673
-9740.428,-29066.443
-1374.1188,6364.2563
-11707.211,-2739.4578
-2738.043,-19443.904
-859.53394,-16551.281
975.8379,-36065.992
-4915.164,18415.875
1570.1802,3145.9053
913.1748,15705.023
3413.7073,-24659.082
655.6836,-49357.508
-2475.8328,-50285.152
-273.5078,30195.432
-4864.6855,49105.812
-2628.5806,104190.79
-8542.633,-9506.681
-1838.615,38748.195
-5000.8076,-70507.15
9634.361,31518.195
-1879.1992,-73299.5
943.7532,27069.463
3736.4229,3880.095
6866.5977,1377.3167
-3560.7107,37726.977
-2146.748,20456.525
5353.603,36519.734
1323.2388,53027.17
-295.8977,25555.086
-8940.801,-20617.006
-357.41504,-25696.209
5565.7334,264.93066
5506.2354,1925.2866
-2232.1328,-1783.1951
9111.6045,63698.004
461.87793,29298.54
-7378.2715,-16384.576
-4248.052,53044.53
-563.7715,-51180.508
-703.61975,38838.883
-662.17334,-71001.66
-6134.673,-29394.371
-3639.397,3563.639
768.7295,-27624.775
3295.5872,1015.84595
4423.7754,76316.625
1696.7217,58226.42
-2403.0393,23500.537
-2988.2793,-14455.446
3674.9397,17215.082
-5241.508,46741.49
-3476.598,24098.102
-2719.88,8307.328
7432.962,-25313.504
-7830.25,-29112.4
7206.9355,-37697.55
